"interaction","ligand","receptor(s)","file","count"
"IL12A_IL6R","IL12A","IL6R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL6ST","IL12A","IL6ST","CellCall-2021_new.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; ICELLNETdb_v2_new.xlsx; NicheNet-LR-pairs.csv",4
"IL12A_IL7R","IL12A","IL7R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_IL9R","IL12A","IL9R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_LEPR","IL12A","LEPR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_LIFR","IL12A","LIFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_MPL","IL12A","MPL","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_OSMR","IL12A","OSMR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_PPARG","IL12A","PPARG","OmniPathPPIs_new.tsv",1
"IL12A_PRLR","IL12A","PRLR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12A_SMO","IL12A","SMO","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL12B_BOC","IL12B","BOC","Cellinker_Homos_2021.txt; Human-2022-Dimitrov-LR-pairs.csv",2
"IL12B_CCR5","IL12B","CCR5","OmniPathPPIs_new.tsv",1
"IL12B_CD3E","IL12B","CD3E","OmniPathPPIs_new.tsv",1
"IL12B_CD4","IL12B","CD4","OmniPathPPIs_new.tsv",1
"IL12B_CXCL9","IL12B","CXCL9","OmniPathPPIs_new.tsv",1
"IL12B_FASLG","IL12B","FASLG","OmniPathPPIs_new.tsv",1
"IL12B_IL12RB1","IL12B","IL12RB1","CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",13
"IL12B_IL12RB2","IL12B","IL12RB2","CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",12
"IL12B_IL1R1","IL12B","IL1R1","OmniPathPPIs_new.tsv",1
"IL12B_IL23R","IL12B","IL23R","CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",10
"IL12B_ITGA3","IL12B","ITGA3","OmniPathPPIs_new.tsv",1
"IL12B_TNF","IL12B","TNF","OmniPathPPIs_new.tsv",1
"IL12B_VDR","IL12B","VDR","NicheNet-LR-pairs.csv",1
"IL12_IL12RB 1/2","IL12","IL12RB 1/2","Human-2010-Kirouac-LR-pairs_new.xlsx",2
"IL13_ADORA1","IL13","ADORA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_ADORA2A","IL13","ADORA2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_ADORA2B","IL13","ADORA2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_AGTR1","IL13","AGTR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_AGTR2","IL13","AGTR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_CCR7","IL13","CCR7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_CNTFR","IL13","CNTFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_CSF2RA","IL13","CSF2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_CSF2RB","IL13","CSF2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_CSF3R","IL13","CSF3R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_CXCL12","IL13","CXCL12","OmniPathPPIs_new.tsv",1
"IL13_CXCR1","IL13","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_CXCR2","IL13","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_DRD1","IL13","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_DRD2","IL13","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_DRD3","IL13","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_DRD4","IL13","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_DRD5","IL13","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_EPOR","IL13","EPOR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD1","IL13","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD10","IL13","FZD10","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD2","IL13","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD3","IL13","FZD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD5","IL13","FZD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD6","IL13","FZD6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD7","IL13","FZD7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD8","IL13","FZD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_FZD9","IL13","FZD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GHR","IL13","GHR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GRM1","IL13","GRM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GRM2","IL13","GRM2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GRM3","IL13","GRM3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GRM4","IL13","GRM4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GRM5","IL13","GRM5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GRM6","IL13","GRM6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GRM7","IL13","GRM7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_GRM8","IL13","GRM8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IFNAR1","IL13","IFNAR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IFNAR2","IL13","IFNAR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IFNGR1","IL13","IFNGR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IFNGR2","IL13","IFNGR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL10RA","IL13","IL10RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL10RB","IL13","IL10RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL11RA","IL13","IL11RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL12RB1","IL13","IL12RB1","CellCall-2021_new.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",2
"IL13_IL12RB2","IL13","IL12RB2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL13RA 1/2","IL13","IL13RA 1/2","Human-2010-Kirouac-LR-pairs_new.xlsx",1
"IL13_IL13RA1","IL13","IL13RA1","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",18
"IL13_IL13RA2","IL13","IL13RA2","CellCall-2021_new.xlsx; CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; Interaction_input_Vento_Cellphonedbv5_new.csv; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"IL13_IL15RA","IL13","IL15RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL17RA","IL13","IL17RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL18R1","IL13","IL18R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL18RAP","IL13","IL18RAP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL1R1","IL13","IL1R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL1R2","IL13","IL1R2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL1RAP","IL13","IL1RAP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL20RA","IL13","IL20RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL2RA","IL13","IL2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL2RB","IL13","IL2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL2RG","IL13","IL2RG","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",12
"IL13_IL3RA","IL13","IL3RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL4R","IL13","IL4R","CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",14
"IL13_IL5RA","IL13","IL5RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL6R","IL13","IL6R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL6ST","IL13","IL6ST","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL7R","IL13","IL7R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_IL9R","IL13","IL9R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_LEPR","IL13","LEPR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_LIFR","IL13","LIFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_MPL","IL13","MPL","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_MUC1","IL13","MUC1","OmniPathPPIs_new.tsv",1
"IL13_MUC5AC","IL13","MUC5AC","OmniPathPPIs_new.tsv",1
"IL13_NR3C1","IL13","NR3C1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_OSMR","IL13","OSMR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_PRLR","IL13","PRLR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_SMO","IL13","SMO","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL13_TGFB1","IL13","TGFB1","OmniPathPPIs_new.tsv",1
"IL13_TMEM219","IL13","TMEM219","Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",3
"IL13_TNFRSF11B","IL13","TNFRSF11B","OmniPathPPIs_new.tsv",1
"IL13_VCAM1","IL13","VCAM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; NicheNet-LR-pairs.csv",2
"IL13_VEGFA","IL13","VEGFA","OmniPathPPIs_new.tsv",1
"IL15RA_AXL","IL15RA","AXL","Human-2022-Dimitrov-LR-pairs.csv; OmniPathPPIs_new.tsv",2
"IL15RA_IL2RB","IL15RA","IL2RB","OmniPathPPIs_new.tsv",1
"IL15RA_IL2RG","IL15RA","IL2RG","CCIDB_Human_new.xlsx",1
"IL15_ADORA1","IL15","ADORA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_ADORA2A","IL15","ADORA2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_ADORA2B","IL15","ADORA2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_AGTR1","IL15","AGTR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_AGTR2","IL15","AGTR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_APP","IL15","APP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_CD69","IL15","CD69","OmniPathPPIs_new.tsv",1
"IL15_CNTFR","IL15","CNTFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_CSF2RA","IL15","CSF2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_CSF2RB","IL15","CSF2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_CSF3R","IL15","CSF3R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_CXCR1","IL15","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_CXCR2","IL15","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_DLK1","IL15","DLK1","Cellinker_Homos_2021.txt",1
"IL15_DRD1","IL15","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_DRD2","IL15","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_DRD3","IL15","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_DRD4","IL15","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_DRD5","IL15","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_EPOR","IL15","EPOR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD1","IL15","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD10","IL15","FZD10","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD2","IL15","FZD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD3","IL15","FZD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD5","IL15","FZD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD6","IL15","FZD6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD7","IL15","FZD7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD8","IL15","FZD8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_FZD9","IL15","FZD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GHR","IL15","GHR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GRM1","IL15","GRM1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GRM2","IL15","GRM2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GRM3","IL15","GRM3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GRM4","IL15","GRM4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GRM5","IL15","GRM5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GRM6","IL15","GRM6","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GRM7","IL15","GRM7","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_GRM8","IL15","GRM8","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_HNF4A","IL15","HNF4A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IFNAR1","IL15","IFNAR1","CellCall-2021_new.xlsx; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",2
"IL15_IFNAR2","IL15","IFNAR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IFNGR1","IL15","IFNGR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IFNGR2","IL15","IFNGR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL10RA","IL15","IL10RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL10RB","IL15","IL10RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL11RA","IL15","IL11RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL12RB1","IL15","IL12RB1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL12RB2","IL15","IL12RB2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL13RA1","IL15","IL13RA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL13RA2","IL15","IL13RA2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL15RA","IL15","IL15RA","CellCall-2021_new.xlsx; Human-2010-Kirouac-LR-pairs_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"IL15_IL17RA","IL15","IL17RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL18R1","IL15","IL18R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL1R1","IL15","IL1R1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL1R2","IL15","IL1R2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL1RAP","IL15","IL1RAP","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL20RA","IL15","IL20RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL2RA","IL15","IL2RA","CellCall-2021_new.xlsx; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",9
"IL15_IL2RB","IL15","IL2RB","CCIDB_Human_new.xlsx; CellCall-2021_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"IL15_IL2RG","IL15","IL2RG","CellCall-2021_new.xlsx; Cellinker_Homos_2021.txt; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"IL15_IL3RA","IL15","IL3RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL4R","IL15","IL4R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL5RA","IL15","IL5RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL6R","IL15","IL6R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL6ST","IL15","IL6ST","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL7R","IL15","IL7R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_IL9R","IL15","IL9R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_INPP5K","IL15","INPP5K","NicheNet-LR-pairs.csv",1
"IL15_ITGAL","IL15","ITGAL","OmniPathPPIs_new.tsv",1
"IL15_KLRK1","IL15","KLRK1","OmniPathPPIs_new.tsv",1
"IL15_LAMP1","IL15","LAMP1","OmniPathPPIs_new.tsv",1
"IL15_LEPR","IL15","LEPR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_LIFR","IL15","LIFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_MPL","IL15","MPL","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_OSMR","IL15","OSMR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_PRLR","IL15","PRLR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_SMO","IL15","SMO","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL15_ULBP1","IL15","ULBP1","OmniPathPPIs_new.tsv",1
"IL15_VCAM1","IL15","VCAM1","OmniPathPPIs_new.tsv",1
"IL16_ADORA1","IL16","ADORA1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_ADORA2A","IL16","ADORA2A","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_ADORA2B","IL16","ADORA2B","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_AGTR1","IL16","AGTR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_AGTR2","IL16","AGTR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_AR","IL16","AR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_CCR5","IL16","CCR5","Human-2015-Ramilowski-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; LRdb_122019_SingleCellSignalIR.xlsx; OmniPathPPIs_new.tsv",6
"IL16_CD4","IL16","CD4","CellChatDB.humanv2-2023-Jin-LR-pairs_new.xlsx; Cellinker_Homos_2021.txt; Human-2010-Kirouac-LR-pairs_new.xlsx; Human-2014-Qiao-LR-pairs.xlsx; Human-2015-Choi-LR-pairs.txt; Human-2015-Ramilowski-LR-pairs.xlsx; Human-2017-Pavlicev-LR-pairs.xlsx; Human-2019-Wang-LR-pairs.csv; Human-2020-Hou-LR-pairs.xlsx; Human-2020-Shao-LR-pairs.txt; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx; LRdb_122019_SingleCellSignalIR.xlsx; NicheNet-LR-pairs.csv; OmniPathPPIs_new.tsv",15
"IL16_CD9","IL16","CD9","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx; Human-2022-Dimitrov-LR-pairs.csv; ICELLNETdb_v2_new.xlsx",3
"IL16_CNTFR","IL16","CNTFR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_CSF2RA","IL16","CSF2RA","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_CSF2RB","IL16","CSF2RB","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_CSF3R","IL16","CSF3R","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_CXCR1","IL16","CXCR1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_CXCR2","IL16","CXCR2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_DRD1","IL16","DRD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_DRD2","IL16","DRD2","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_DRD3","IL16","DRD3","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_DRD4","IL16","DRD4","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_DRD5","IL16","DRD5","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_EFEMP2","IL16","EFEMP2","Human-2014-Qiao-LR-pairs.xlsx",1
"IL16_EPOR","IL16","EPOR","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
"IL16_FCGR1A","IL16","FCGR1A","NicheNet-LR-pairs.csv",1
"IL16_FZD1","IL16","FZD1","Human-2019-Ximerakis-BaderLab-2017_new2.xlsx",1
